nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean,profissao,tipo_profissao,primeiro_nome,sobrenome
Rua Frei Lauro Schwarte,36641,2,0,0,0,0,0,1,0,135,1.4814814814814816,0,0,0,1.4814814814814816,0,0,0,Frei,religioso,Lauro,Schwarte
Rua Frei Martinho,8117,11,0,0,0,0,0,5,0,368,2.5974025974025974,0,0,0,3.0268662496923366,0,0,0,Frei,religioso,Martinho,Martinho
Rua Frei Pascoal,19259,3,0,0,0,0,0,2,0,229,2.659349936682144,0,0,0,2.659349936682144,0,0,0,Frei,religioso,Pascoal,Pascoal
Rua Frei Tito,14940,2,0,0,0,0,0,1,0,157,1.2738853503184715,0,0,0,1.2738853503184715,0,0,0,Frei,religioso,Tito,Tito
Rua Frei Tito,25607,7,0,0,0,0,0,4,0,199,3.8867924528301887,0,0,0,3.4868744872846595,0,0,0,Frei,religioso,Tito,Tito
Rua Frei Vicente Do Salvador O. F. M,7080,1,0,0,0,0,0,1,0,128,0.78125,0,0,0,0.78125,0,0,0,Frei,religioso,Vicente,M
Rua Freira Francisca Gusmão,18473,15,0,5,0,0,0,6,0,577,2.6530076175466246,0,0,0.9718938796952981,2.7636771681210903,0,0,0.8516415964895978,NA,NA,Freira,Gusmão
Rua Freira Judith Ferreira De Sena,33294,3,0,0,0,0,0,1,0,241,1.2448132780082988,0,0,0,1.2448132780082988,0,0,0,NA,NA,Freira,Sena
Rua Frutuoso Maria Vasconcelos,700283,3,0,0,0,0,0,3,0,188,1.1494252873563218,0,0,0,7.397030651340996,0,0,0,NA,NA,Frutuoso,Vasconcelos
Rua Gábio José Oliveira Araújo,25526,4,0,0,0,0,0,2,0,207,2.0195121951219512,0,0,0,2.0195121951219512,0,0,0,NA,NA,Gábio,Araújo
Rua Gabriel Chabo,24945,9,0,0,0,0,0,5,0,191,5.263157894736842,0,0,0,4.709851551956815,0,0,0,NA,NA,Gabriel,Chabo
Rua Gabriel Félix Carolino,22810,2,0,0,0,0,0,1,0,160,1.25,0,0,0,1.25,0,0,0,NA,NA,Gabriel,Carolino
Rua Galdina Barbosa Silveira,32441,6,0,0,0,0,0,3,0,221,3.389830508474576,0,0,0,3.1280933640644517,0,0,0,NA,NA,Galdina,Silveira
Rua Gama Quatro,700366,4,0,0,0,0,0,3,0,224,1.6666666666666667,0,0,0,1.746784735399536,0,0,0,NA,NA,Gama,Quatro
Rua Garanhuns,18376,23,0,3,0,0,0,19,0,1115,1.9607843137254901,0,0,0,3.4420545957307427,0,0,0.33171163202122955,NA,NA,Garanhuns,Garanhuns
Rua Gaston De Oliveira Gonzaga,33448,4,0,0,0,0,0,1,0,169,2.366863905325444,0,0,0,2.366863905325444,0,0,0,NA,NA,Gaston,Gonzaga
Rua Gaudêncio Da Silva Queiroz,15989,6,0,0,0,0,0,5,0,350,1.6666666666666667,0,0,0,1.8101486327292777,0,0,0,NA,NA,Gaudêncio,Queiroz
Rua Geminiano Crispim De Farias,31496,3,0,0,0,0,0,1,0,122,2.459016393442623,0,0,0,2.459016393442623,0,0,0,NA,NA,Geminiano,Farias
Rua Geminiano De Azevedo Melo,31771,8,0,0,0,0,0,6,0,356,2.1567717996289426,0,0,0,2.4867527737606157,0,0,0,NA,NA,Geminiano,Melo
Rua Genaro Cavalcanti De Queiroz,1422,14,0,0,0,0,0,7,0,630,2.4390243902439024,0,0,0,2.3739882657826614,0,0,0,NA,NA,Genaro,Queiroz
Rua General Canrobert,14907,8,0,0,0,0,0,4,0,237,3.23010323010323,0,0,0,4.304445554445555,0,0,0,General,militar,Canrobert,Canrobert
Rua General Newton Estilac Leal,1350,28,0,4,0,0,0,15,0,1415,2.0408163265306123,0,0,0,2.2967071088590463,0,0,0.341212875819387,General,militar,Newton,Leal
Rua Generino Maciel,16985,1,0,0,0,0,0,1,0,246,0.40650406504065045,0,0,0,0.40650406504065045,0,0,0,NA,NA,Generino,Maciel
Rua Genésio Soares De Carvalho,36935,4,0,0,0,0,0,1,0,207,1.932367149758454,0,0,0,1.932367149758454,0,0,0,NA,NA,Genésio,Carvalho
Rua Geni Barbosa Ferreira,5959,22,0,0,0,0,0,17,0,942,2.631578947368421,0,0,0,2.7811462417262667,0,0,0,NA,NA,Geni,Ferreira
Rua Geralda De Fátima Paiva Maia,33391,13,0,0,0,0,0,5,0,730,1.9230769230769231,0,0,0,1.7554667554667553,0,0,0,NA,NA,Geralda,Maia
Rua Geraldo Carolino De Lima,27090,2,0,0,0,0,0,1,0,69,2.898550724637681,0,0,0,2.898550724637681,0,0,0,NA,NA,Geraldo,Lima
Rua Geraldo Costa De Oliveira,700349,2,0,0,0,0,0,1,0,215,0.9302325581395349,0,0,0,0.9302325581395349,0,0,0,NA,NA,Geraldo,Oliveira
Rua Geraldo Miranda Leite,37419,3,0,0,0,0,0,1,0,136,2.2058823529411766,0,0,0,2.2058823529411766,0,0,0,NA,NA,Geraldo,Leite
Rua Geraldo Pereira Diniz,700272,2,0,0,0,0,0,1,0,163,1.2269938650306749,0,0,0,1.2269938650306749,0,0,0,NA,NA,Geraldo,Diniz
Rua Geraldo Porto,11860,10,0,0,0,0,0,5,0,446,1.6574585635359116,0,0,0,4.323495693052754,0,0,0,NA,NA,Geraldo,Porto
Rua Geraldo Ribeiro Dias,26107,7,0,0,0,0,0,4,0,191,3.9994685091682167,0,0,0,4.2571466535059415,0,0,0,NA,NA,Geraldo,Dias
Rua Geraldo Soares De Almeida,16144,3,0,0,0,0,0,1,0,192,1.5625,0,0,0,1.5625,0,0,0,NA,NA,Geraldo,Almeida
Rua Gercino De Farias Leite,15016,10,0,0,0,0,0,3,0,328,2.8169014084507045,0,0,0,6.163138676111249,0,0,0,NA,NA,Gercino,Leite
Rua Getúlio Cavalcante,25003,38,0,2,0,0,2,19,0,2357,1.5625,0,0,0,2.131001298006766,0,0.06293845558423795,0.07759784075573549,NA,NA,Getúlio,Cavalcante
Rua Gilberto Pereira,24490,11,0,0,0,0,0,7,0,507,2.1739130434782608,0,0,0,2.2993432835700274,0,0,0,NA,NA,Gilberto,Pereira
Rua Gildete Dias Dutra,20885,1,0,0,0,0,0,1,0,124,0.8064516129032258,0,0,0,0.8064516129032258,0,0,0,NA,NA,Gildete,Dutra
Rua Gileno Bezerra Do Nascimento,34568,2,0,0,0,0,0,1,0,182,1.098901098901099,0,0,0,1.098901098901099,0,0,0,NA,NA,Gileno,Nascimento
Rua Gilete Gomes Bezerra,6335,1,0,0,0,0,0,1,0,101,0.9900990099009901,0,0,0,0.9900990099009901,0,0,0,NA,NA,Gilete,Bezerra
Rua Gilson Bezerra De Sousa,32379,8,0,0,0,0,0,4,0,393,1.8614718614718615,0,0,0,2.57249944300304,0,0,0,NA,NA,Gilson,Sousa
Rua Gilson Marinho Da Silva,17191,2,0,0,0,0,0,1,0,102,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,NA,NA,Gilson,Silva
Rua Giocondo Dias,15210,3,0,0,0,0,0,1,0,114,2.631578947368421,0,0,0,2.631578947368421,0,0,0,NA,NA,Giocondo,Dias
Rua Girardin Capozzoli,4227,2,0,0,0,0,0,1,0,75,2.666666666666667,0,0,0,2.666666666666667,0,0,0,NA,NA,Girardin,Capozzoli
Rua Girlene Gonzaga Brini,33456,3,0,0,0,0,0,1,0,159,1.8867924528301887,0,0,0,1.8867924528301887,0,0,0,NA,NA,Girlene,Brini
Rua Glauber Alisson Guimarães Figueirêdo,23043,6,0,0,0,0,0,3,0,323,1.7241379310344827,0,0,0,2.2066899379071105,0,0,0,NA,NA,Glauber,Figueirêdo
Rua Goiana,27430,4,0,2,0,0,0,2,0,392,1.0976702508960572,0,0,0.5488351254480286,1.0976702508960572,0,0,0.5488351254480286,NA,NA,Goiana,Goiana
Rua Goiás,15709,2,0,0,0,0,0,2,0,138,2.442477876106195,0,0,0,2.442477876106195,0,0,0,NA,NA,Goiás,Goiás
Rua Gonçalves Dias,6432,47,0,5,0,1,0,24,0,1853,3.053613053613054,0,0,0,3.0510944650920755,0,0,0.23000504439574382,NA,NA,Gonçalves,Dias
Rua Governador Agamenon Magalhães,140,29,0,1,0,0,1,13,0,1178,2.2222222222222223,0,0,0,2.516476498134558,0,0.06574621959237345,0.08944543828264759,Governador,político,Agamenon,Magalhães
Rua Governador Ernany Sátiro,32913,8,0,0,0,0,0,4,0,497,1.2237762237762237,0,0,0,2.9779595404595405,0,0,0,Governador,político,Ernany,Sátiro
Rua Guarabira,18384,6,0,1,0,0,0,5,0,267,2,0,0,0,2.2052910052910053,0,0,0.4,NA,NA,Guarabira,Guarabira
Rua Guilhermina Florenãa Da Silva,700100,2,0,0,0,0,0,1,0,130,1.5384615384615385,0,0,0,1.5384615384615385,0,0,0,NA,NA,Guilhermina,Silva
Rua Guilhermino Barbosa,15792,12,0,0,0,0,0,9,0,1875,1.098901098901099,0,0,0,3.493524785679405,0,0,0,NA,NA,Guilhermino,Barbosa
Rua Gustavo A. De Barros,26590,3,0,0,0,0,0,2,0,121,2.8846153846153846,0,0,0,2.8846153846153846,0,0,0,NA,NA,Gustavo,Barros
Rua Gustavo Teixeira Villarim,23710,3,0,0,0,0,0,2,0,144,2.3290986085904413,0,0,0,2.3290986085904413,0,0,0,NA,NA,Gustavo,Villarim
Rua Helena Esmeraldina De Barros,17302,2,0,0,0,0,0,2,0,114,1.799242424242424,0,0,0,1.799242424242424,0,0,0,NA,NA,Helena,Barros
Rua Helena Maciel Nóbrega,6840,4,0,0,0,0,0,1,0,140,2.857142857142857,0,0,0,2.857142857142857,0,0,0,NA,NA,Helena,Nóbrega
Rua Heleno De Souza Do Ó,34665,5,0,0,0,0,0,3,0,383,1.1235955056179776,0,0,0,1.3377208491293189,0,0,0,NA,NA,Heleno,Ó
Rua Hélio Moura,700499,13,0,0,0,0,0,8,0,661,2.495407225964483,0,0,0,2.8587196164386137,0,0,0,NA,NA,Hélio,Moura
Rua Hênio Azevedo,13765,11,0,0,0,0,0,6,0,853,1.7880325740587748,0,0,0,2.0341874045552713,0,0,0,NA,NA,Hênio,Azevedo
Rua Henrimar Castro De Oliveira,1376,15,0,0,0,0,0,8,0,712,2.0820512820512818,0,0,0,2.1784393044154524,0,0,0,NA,NA,Henrimar,Oliveira
Rua Henrique Dias,8109,24,0,2,0,0,0,14,0,836,2.797202797202797,0,0,0,3.762581860871708,0,0,0.4848093083387201,NA,NA,Henrique,Dias
Rua Henrique Guilhermino,700287,23,0,0,0,0,0,17,0,1121,1.9230769230769231,0,0,0,4.007163115771304,0,0,0,NA,NA,Henrique,Guilhermino
Rua Henrique Martins De Oliveira,700207,3,0,0,0,0,0,2,0,149,2.350096711798839,0,0,0,2.350096711798839,0,0,0,NA,NA,Henrique,Oliveira
Rua Henrique Nóbrega,33480,10,0,2,0,0,0,5,0,466,2.515723270440252,0,0,0,2.3020498523688064,0,0,0.2515723270440252,NA,NA,Henrique,Nóbrega
Rua Henrique Sales Monteiro,33995,8,0,2,0,0,0,7,0,488,1.8181818181818181,0,0,0,1.659289658564758,0,0,0.392015392015392,NA,NA,Henrique,Monteiro
Rua Herbert Muller,13650,3,0,0,0,0,0,3,0,526,0.6802721088435374,0,0,0,0.7648497681720272,0,0,0,NA,NA,Herbert,Muller
Rua Herculano Diniz,28509,3,0,0,0,0,0,1,0,114,2.631578947368421,0,0,0,2.631578947368421,0,0,0,NA,NA,Herculano,Diniz
Rua Herman Levy De Albuquerque Almeida,24120,8,0,0,0,0,0,3,0,502,1.257861635220126,0,0,0,1.5821569839263732,0,0,0,NA,NA,Herman,Almeida
Rua Hermengarda Câmara Filgueiras D Amorim,33308,11,0,1,0,0,0,5,0,349,3.7735849056603774,0,0,0,3.453278813604634,0,0,0.37735849056603776,NA,NA,Hermengarda,Amorim
Rua Hermínio Monteiro,35718,4,0,0,0,0,0,2,0,164,2.8457400659378793,0,0,0,2.8457400659378793,0,0,0,NA,NA,Hermínio,Monteiro
Rua Hidrailde Da Costa Carvalho,15830,4,0,0,0,0,0,4,0,260,1.6018306636155606,0,0,0,1.5812554203239695,0,0,0,NA,NA,Hidrailde,Carvalho
Rua Higino Macedo Dantas,1406,14,0,0,0,0,0,6,0,596,1.7868437697659707,0,0,0,3.422084345525604,0,0,0,NA,NA,Higino,Dantas
Rua Hilton De Aragão,33219,3,0,0,0,0,0,1,0,100,3,0,0,0,3,0,0,0,NA,NA,Hilton,Aragão
Rua Honório Cabral,11827,11,0,0,0,0,0,5,0,284,5.555555555555555,0,0,0,8.196419032628965,0,0,0,NA,NA,Honório,Cabral
Rua Horácio Almeida,13323,11,0,0,0,0,0,9,0,770,1.4492753623188406,0,0,0,1.4714176747642347,0,0,0,NA,NA,Horácio,Almeida
Rua Horácio Batista Carneiro,20109,7,0,0,0,0,0,4,0,365,1.970873786407767,0,0,0,2.251428364419235,0,0,0,NA,NA,Horácio,Carneiro
Rua Horácio De Souza Cavalcante,6440,10,0,0,0,0,0,6,0,657,1.5058876811594204,0,0,0,2.1056655070268078,0,0,0,NA,NA,Horácio,Cavalcante
Rua Hugo De Andrade Amorim,14974,13,0,0,0,0,0,6,0,384,2.73972602739726,0,0,0,4.295134539961121,0,0,0,NA,NA,Hugo,Amorim
Rua Humberto Batista De Lima,16241,25,0,2,0,0,0,8,0,842,2.9571646010002173,0,0,0,3.4400752661283223,0,0,0.247140522875817,NA,NA,Humberto,Lima
Rua Hyvonaldo Santos Pereira,38881,2,0,0,0,0,0,1,0,135,1.4814814814814816,0,0,0,1.4814814814814816,0,0,0,NA,NA,Hyvonaldo,Pereira
Rua Iara Amaral,11010,19,0,4,0,0,0,10,0,592,3.7412587412587412,0,0,0,3.413391591039522,0,0,0.7354925775978407,NA,NA,Iara,Amaral
Rua Iara Cordeiro Da Rocha,38032,7,0,1,0,0,0,3,0,452,1.4925373134328357,0,0,0,1.5411168972080032,0,0,0.21505376344086022,NA,NA,Iara,Rocha
Rua Idelfonso Souto Maior,24627,9,0,0,0,0,0,5,0,268,2.857142857142857,0,0,0,3.868131868131868,0,0,0,NA,NA,Idelfonso,Maior
Rua Igaraãu,27413,6,0,0,0,0,0,4,0,283,2.092352092352092,0,0,0,2.2824397824397824,0,0,0,NA,NA,Igaraãu,Igaraãu
Rua Ildefonso Aires,28533,5,0,0,0,0,0,3,0,563,0.7662835249042145,0,0,0,0.9417716615946768,0,0,0,NA,NA,Ildefonso,Aires
Rua Ilhéus,18430,1,0,0,0,0,0,1,0,178,0.5617977528089888,0,0,0,0.5617977528089888,0,0,0,NA,NA,Ilhéus,Ilhéus
Rua Inácia Vitorino De Araújo,31739,2,0,0,0,0,0,1,0,118,1.694915254237288,0,0,0,1.694915254237288,0,0,0,NA,NA,Inácia,Araújo
Rua Inácio Adelino De Farias,7099,1,0,0,0,0,0,1,0,59,1.694915254237288,0,0,0,1.694915254237288,0,0,0,NA,NA,Inácio,Farias
Rua Inácio Clementino De Souza,25712,8,0,0,0,0,0,5,0,287,2.73972602739726,0,0,0,6.795659084772279,0,0,0,NA,NA,Inácio,Souza
Rua Inácio Da Costa Sampaio,27901,4,0,0,0,0,0,2,0,124,3.2563025210084033,0,0,0,3.2563025210084033,0,0,0,NA,NA,Inácio,Sampaio
Rua Inácio Gomes Da Silva,700362,11,0,0,0,0,0,6,0,1107,0.9852973447443494,0,0,0,1.8981390291927982,0,0,0,NA,NA,Inácio,Silva
Rua Inácio Marques Da Silva,13137,11,0,0,0,0,0,6,0,596,1.3899613899613898,0,0,0,2.4431349480369087,0,0,0,NA,NA,Inácio,Silva
Rua Inácio Pedro Diniz,12645,23,0,3,0,0,1,11,1,913,4,0,0,0,4.633319991374238,0,0.03342245989304812,0.5587812430878124,NA,NA,Inácio,Diniz
Rua Inalda Meira Gayoso,28738,7,0,0,0,0,0,5,0,339,3.225806451612903,0,0,0,2.6389082840695743,0,0,0,NA,NA,Inalda,Gayoso
Rua Índio Piragibe,8168,12,0,0,0,0,0,6,0,469,2.6144907723855093,0,0,0,2.9036390344361163,0,0,0,NA,NA,Índio,Piragibe
Rua Índios Cariris,744,15,0,0,0,0,5,9,4,703,1.5625,0,0.78125,0,3.72122515032922,0,1.0718582966747079,0,NA,NA,Índios,Cariris
Rua Inêz De Lima Rodrigues,31623,2,0,0,0,0,0,1,0,127,1.574803149606299,0,0,0,1.574803149606299,0,0,0,NA,NA,Inêz,Rodrigues
Rua Iremar Marinho,10510,2,0,0,0,0,0,1,0,145,1.3793103448275863,0,0,0,1.3793103448275863,0,0,0,NA,NA,Iremar,Marinho
Rua Iremar Vilarim Meira,426,2,0,0,0,0,0,1,0,146,1.36986301369863,0,0,0,1.36986301369863,0,0,0,NA,NA,Iremar,Meira
Rua Irineu Joffili,11371,7,0,0,1,1,1,4,1,430,1.6264462809917357,0,0,0,1.6094774647234713,0,0.30120481927710846,0,NA,NA,Irineu,Joffili
Rua Irisvânia Almeida Cunha,26921,5,0,0,0,0,0,2,0,204,2.909919028340081,0,0,0,2.909919028340081,0,0,0,NA,NA,Irisvânia,Cunha
Rua Irmã Dulce,700151,2,0,0,0,0,0,1,0,133,1.5037593984962405,0,0,0,1.5037593984962405,0,0,0,NA,NA,Irmã,Dulce
Rua Irmão José Lucas,21229,5,0,0,0,0,0,13,0,840,0,0,0,0,1.1074065253631815,0,0,0,NA,NA,Irmão,Lucas
Rua Isaac Catão,24686,17,0,0,0,0,0,13,0,873,1.8181818181818181,0,0,0,2.0102237241072456,0,0,0,NA,NA,Isaac,Catão
Rua Isabel Barbosa De Araújo,12050,4,0,0,0,0,0,1,0,113,3.5398230088495577,0,0,0,3.5398230088495577,0,0,0,NA,NA,Isabel,Araújo
Rua Isabel Evaristo De Macedo,700368,4,0,0,0,0,0,3,0,250,1.9607843137254901,0,0,0,1.680274946858176,0,0,0,NA,NA,Isabel,Macedo
Rua Isaías Carneiro,6203,3,0,0,0,0,0,2,0,435,1.3611552546120362,0,0,0,1.3611552546120362,0,0,0,NA,NA,Isaías,Carneiro
Rua Isaias De Souza Do Ó,22551,2,0,0,0,0,0,1,0,148,1.3513513513513513,0,0,0,1.3513513513513513,0,0,0,NA,NA,Isaias,Ó
Rua Isaura Suassuna De Medeiros,32212,1,0,0,0,0,0,1,0,49,2.0408163265306123,0,0,0,2.0408163265306123,0,0,0,NA,NA,Isaura,Medeiros
Rua Isolda Barros Torquato,19780,11,0,3,0,0,0,4,0,375,3.524071807425541,0,0,0.7751937984496124,3.840783763825267,0,0,1.2496658647420475,NA,NA,Isolda,Torquato
Rua Isolda Barros Torquato,700428,9,0,0,0,0,0,4,0,272,3.8266825491363905,0,0,0,4.4801861943542916,0,0,0,NA,NA,Isolda,Torquato
Rua Itabuna,18457,2,0,0,0,0,0,1,0,178,1.1235955056179776,0,0,0,1.1235955056179776,0,0,0,NA,NA,Itabuna,Itabuna
Rua Itamir Cerqueira Paes,19909,4,0,0,0,0,0,2,0,88,4.554865424430641,0,0,0,4.554865424430641,0,0,0,NA,NA,Itamir,Paes
Rua Ivan Gomes,9849,2,0,0,0,0,0,2,0,137,1.995920745920746,0,0,0,1.995920745920746,0,0,0,NA,NA,Ivan,Gomes
Rua Izabel Alexandre Bernardino,5924,25,0,0,0,0,0,16,0,967,2.9857397504456324,0,0,0,4.759760584284253,0,0,0,NA,NA,Izabel,Bernardino
Rua Izabel Cristina Barbosa Dias,27928,2,0,0,0,0,0,1,0,181,1.1049723756906076,0,0,0,1.1049723756906076,0,0,0,NA,NA,Izabel,Dias
Rua Izabel Maria Da Conceição,23418,4,0,0,0,0,0,2,0,122,3.3008658008658007,0,0,0,3.3008658008658007,0,0,0,NA,NA,Izabel,Conceição
Rua Izabel Silveira Guimarães,15113,3,0,0,0,0,0,1,0,178,1.6853932584269662,0,0,0,1.6853932584269662,0,0,0,NA,NA,Izabel,Guimarães
Rua Jacqueline Ayres Silva,37761,8,0,0,0,0,0,4,0,285,3.201844262295082,0,0,0,3.0116080771888036,0,0,0,NA,NA,Jacqueline,Silva
Rua Jafé Medeiros,18961,10,0,0,0,0,0,6,0,350,3.282051282051282,0,0,0,4.022674636719369,0,0,0,NA,NA,Jafé,Medeiros
Rua Jaime Barbosa Da Silva,15105,5,0,0,0,0,0,3,0,238,2.272727272727273,0,0,0,2.1753736459618813,0,0,0,NA,NA,Jaime,Silva
Rua Jaime Pereira Coelho,35319,8,0,0,0,0,0,4,0,554,1.6185897435897436,0,0,0,1.6942263786441867,0,0,0,NA,NA,Jaime,Coelho
Rua Jamaica,700124,6,0,0,0,0,0,3,0,359,1.5873015873015872,0,0,0,1.87959029899562,0,0,0,NA,NA,Jamaica,Jamaica
Rua Jamila Abrahão Jorge,19470,20,0,4,0,0,0,13,0,736,2,0,0,0,4.0077437021304885,0,0,0.5396329558766106,NA,NA,Jamila,Jorge
Rua Jânio Lopes,37010,2,0,0,0,0,0,1,0,155,1.2903225806451613,0,0,0,1.2903225806451613,0,0,0,NA,NA,Jânio,Lopes
Rua Januário Lacerda,20419,3,0,0,0,0,0,2,0,336,0.8697527314548591,0,0,0,0.8697527314548591,0,0,0,NA,NA,Januário,Lacerda
Rua Jeferson Alves Dos Santos,32955,5,0,0,0,0,0,3,0,150,3.6363636363636362,0,0,0,4.354978354978355,0,0,0,NA,NA,Jeferson,Santos
Rua Jeremias Sérgio De Almeida,7978,11,0,0,0,0,0,6,0,453,3.1592039800995027,0,0,0,3.490033134663092,0,0,0,NA,NA,Jeremias,Almeida
Rua Jessé Barbosa De Menezes,1430,12,0,0,0,0,0,5,0,765,1.6,0,0,0,1.6909961335555932,0,0,0,NA,NA,Jessé,Menezes
Rua Jesuíno Alves Correia,24872,9,0,0,0,0,0,5,0,659,1.3157894736842104,0,0,0,1.5113356429145903,0,0,0,NA,NA,Jesuíno,Correia
Rua Joana Alves De Melo,36501,2,0,2,0,0,0,1,0,162,1.2345679012345678,0,0,1.2345679012345678,1.2345679012345678,0,0,1.2345679012345678,NA,NA,Joana,Melo
Rua Joana De Albuquerque Silvestre,24724,1,0,0,0,0,0,1,0,107,0.9345794392523363,0,0,0,0.9345794392523363,0,0,0,NA,NA,Joana,Silvestre
Rua Joana Guedes De Aquino,37192,3,0,0,0,0,0,2,0,303,1.2448559670781894,0,0,0,1.2448559670781894,0,0,0,NA,NA,Joana,Aquino
Rua João A. Da Cruz,700297,4,0,0,0,0,0,3,0,138,2.3255813953488373,0,0,0,2.923341946597761,0,0,0,NA,NA,João,Cruz
Rua João Agripino Dos Santos,35564,6,0,0,0,0,0,4,0,539,0.994085532302093,0,0,0,1.184920476780268,0,0,0,NA,NA,João,Santos
Rua João Alberto Couto Maia,36714,4,0,0,0,0,0,3,0,260,1.7543859649122806,0,0,0,1.813751550593656,0,0,0,NA,NA,João,Maia
Rua João Albuquerque Santiago,2674,7,0,0,0,0,0,3,0,443,1.6666666666666667,0,0,0,2.7677677677677677,0,0,0,NA,NA,João,Santiago
Rua João Alfredo Filho,21024,2,0,0,0,0,0,1,0,344,0.5813953488372093,0,0,0,0.5813953488372093,0,0,0,NA,NA,João,Filho
Rua João Almeida Barreto,15032,3,0,0,0,0,0,2,0,132,2.40398293029872,0,0,0,2.40398293029872,0,0,0,NA,NA,João,Barreto
Rua João Alves Da Silva,25330,3,0,0,0,0,0,1,0,115,2.608695652173913,0,0,0,2.608695652173913,0,0,0,NA,NA,João,Silva
Rua João Alves De Oliveira,256,5,0,0,0,0,0,3,0,393,0.8333333333333334,0,0,0,2.8498523962062685,0,0,0,NA,NA,João,Oliveira
Rua João Alves Diniz,4073,6,0,0,0,0,0,3,0,257,1.8018018018018018,0,0,0,3.7202587202587205,0,0,0,NA,NA,João,Diniz
Rua João Amaro De Lima,6165,5,0,0,0,0,0,3,0,279,1.639344262295082,0,0,0,1.7937247758848531,0,0,0,NA,NA,João,Lima
Rua João Amaro De Lima,31631,17,0,0,0,0,0,9,0,364,3.8461538461538463,0,0,0,5.339825526593839,0,0,0,NA,NA,João,Lima
Rua João Araújo,4154,2,0,0,0,0,0,1,0,138,1.4492753623188406,0,0,0,1.4492753623188406,0,0,0,NA,NA,João,Araújo
Rua João Arruda,26816,3,0,0,0,0,0,1,0,97,3.0927835051546393,0,0,0,3.0927835051546393,0,0,0,NA,NA,João,Arruda
Rua João Basílio Silva Filho,36145,8,0,0,0,0,0,2,0,304,2.640837423446119,0,0,0,2.640837423446119,0,0,0,NA,NA,João,Filho
Rua João Batista Da Silva,14826,9,0,0,0,0,0,4,0,312,4.554079696394687,0,0,0,4.0787539113060305,0,0,0,NA,NA,João,Silva
Rua João Batista Da Silva,700107,4,0,0,0,0,0,2,0,222,2.027027027027027,0,0,0,2.027027027027027,0,0,0,NA,NA,João,Silva
Rua João Batista De Oliveira Arruda,36609,8,0,0,0,0,0,4,0,220,3.603896103896104,0,0,0,3.649405679066696,0,0,0,NA,NA,João,Arruda
Rua João Batista Neves,35190,9,0,0,0,0,0,5,0,333,2.7027027027027026,0,0,0,4.798384874520105,0,0,0,NA,NA,João,Neves
Rua João Benome De Andrade,700178,7,0,0,0,0,0,3,0,242,2.631578947368421,0,0,0,3.3568677792041077,0,0,0,NA,NA,João,Andrade
Rua João Bezerra Da Paz,15520,4,0,0,0,0,0,2,0,269,1.8965031020868584,0,0,0,1.8965031020868584,0,0,0,NA,NA,João,Paz
Rua João Bosco Vasques,32301,3,0,0,0,0,0,2,0,53,5.626780626780627,0,0,0,5.626780626780627,0,0,0,NA,NA,João,Vasques
Rua João Cabral,700284,1,0,0,0,0,0,1,0,100,1,0,0,0,1,0,0,0,NA,NA,João,Cabral
Rua João Caetano De Andrade,2739,5,0,0,0,0,0,4,0,343,1.6810097532989101,0,0,0,2.0730112379726102,0,0,0,NA,NA,João,Andrade
Rua João Capiba,14893,2,0,0,0,0,0,1,0,62,3.225806451612903,0,0,0,3.225806451612903,0,0,0,NA,NA,João,Capiba
Rua João Clementino Dos Santos,19658,25,0,0,0,0,0,18,0,1181,1.9419306184012066,0,0,0,2.847799614602414,0,0,0,NA,NA,João,Santos
Rua João Cordeiro Dos Santos,22870,1,0,0,0,0,0,1,0,154,0.6493506493506493,0,0,0,0.6493506493506493,0,0,0,NA,NA,João,Santos
Rua João Crispim De A. Silva,12980,4,0,0,0,0,0,2,0,120,15.170670037926675,0,0,0,15.170670037926675,0,0,0,NA,NA,João,Silva
Rua João Da Costa E Silva. Coronel,9300,17,0,0,0,0,0,7,0,969,1.7543859649122806,0,0,0,1.7210922745025437,0,0,0,NA,NA,João,Coronel
Rua João Da Mata,11207,17,0,0,0,0,1,7,1,997,1.8181818181818181,0,0,0,1.978910238105414,0,0.10427528675703858,0,NA,NA,João,Mata
Rua João Da Penha Azevedo,700179,8,0,0,0,0,0,3,0,215,3.076923076923077,0,0,0,4.030493582565251,0,0,0,NA,NA,João,Azevedo
Rua João Da Silva Pimentel,434,19,0,0,0,0,2,10,1,840,2.6153846153846154,0,0,0,2.650807899742553,0,0.1512614121333261,0,NA,NA,João,Pimentel
Rua João De Almeida Pequeno,9520,14,0,1,0,0,0,9,0,400,3.7037037037037033,0,0,0,3.729748671591637,0,0,0.4115226337448559,NA,NA,João,Pequeno
Rua João De Lemos Pessoa,15156,4,0,0,0,0,0,1,0,185,2.1621621621621623,0,0,0,2.1621621621621623,0,0,0,NA,NA,João,Pessoa
Rua João De Souza Barbosa,3999,2,0,1,0,0,0,1,0,64,3.125,0,0,1.5625,3.125,0,0,1.5625,NA,NA,João,Barbosa
Rua João Domingos Dos Santos,7811,4,0,0,0,0,0,2,0,277,1.5228147333699833,0,0,0,1.5228147333699833,0,0,0,NA,NA,João,Santos
